DESTINO;ORIGEN;CANTIDAD;FOBDOL;FOBPES
JPN;BOG;28080;5074;21464423
JPN;BOG;204000;39649;170342834
JPN;BOG;334960;62290;264081549
JPN;BOG;1349005;263418;1115272922
JPN;BOG;136100;25408;107231178
JPN;BOG;324430;60424;255629447
JPN;BOG;32960;4894;20718198
JPN;BOG;326400;60822;257190938
JPN;BOG;1874910;346523;1463323653
JPN;BOG;7140;928;3926852
JPN;BOG;872;6080;25722236
JPN;BOG;426364;80636;335940172
JPN;BOG;703107;134421;571327561
JPN;BOG;6270;15597;66023166
JPN;BOG;21200;8056;35338933
JPN;BOG;128675;25808;109352396
JPN;BOG;146740;25292;107380158
JPN;BOG;29490;5308;22445083
JPN;BOG;940;510;2236319
JPN;BOG;329;6983;30630292
JPN;BOG;62850;12393;54026044
JPN;BOG;67100;13116;57176147
JPN;BOG;515270;92009;390700509
JPN;BOG;787693;131642;556541592
JPN;BOG;32720;16216;68603572
JPN;BOG;8135;6285;26315860
JPN;BOG;4211;232;959197
JPN;BOG;166600;29682;125651592
JPN;BOG;109800;18824;79825768
JPN;BOG;24470;39071;171392070
JPN;BOG;2545;6334;27786420
JPN;BOG;19372;11613;48968509
JPN;BOG;8150;1382;5834928
JPN;BOG;6950;1112;4694964
JPN;BOG;163410;25326;107063640
JPN;BOG;79450;13904;58935911
JPN;BOG;47950;8391;35569250
JPN;BOG;190500;30632;124389314
JPN;BOG;180150;28896;117343571
JPN;BOG;226160;36868;156338162
JPN;BOG;360740;54124;229300476
JPN;BOG;30850;5029;20420087
JPN;BOG;146875;22673;92104500
JPN;BOG;2156;3299;13927324
JPN;BOG;240648;47142;199732342
JPN;BOG;479637;94948;402070602
JPN;BOG;234505;38163;157867734
JPN;BOG;5600;2170;9199868
JPN;BOG;1256;14400;60660000
JPN;BOG;57150;9141;37770960
JPN;BOG;55080;8008;33286758
JPN;BOG;594670;111678;473980432
JPN;BOG;1504576;260036;1103655720
JPN;BOG;9530;1409;6143484
JPN;BOG;119282;20623;84977733
JPN;BOG;97170;14239;62099872
JPN;BOG;16584;25374;107111524
JPN;BOG;12108;33660;142093000
JPN;BOG;11660;1749;7383211
JPN;BOG;875610;156987;666875883
JPN;BOG;1094630;180386;765845877
JPN;BOG;217750;36070;148630763
JPN;BOG;14310;7305;30906087
JPN;BOG;7520;10213;41632941
JOR;BOG;4555;1004;4157374
KAZ;BOG;11597;8854;37395305
KAZ;BOG;1168;364;1543789
KAZ;BOG;21339;12792;54299862
KAZ;BOG;4230;2699;11368695
KAZ;BOG;13590;8621;36387464
KAZ;BOG;14127;10207;43091531
KAZ;BOG;49535;41867;176568366
KAZ;BOG;25162;19566;82910407
KAZ;BOG;9446;7264;30568034
KAZ;BOG;7886;6897;29067446
KAZ;BOG;12901;8654;36429662
KAZ;BOG;44751;37792;160028479
KAZ;BOG;52315;34982;145491793
KAZ;BOG;63025;26764;117402375
KAZ;BOG;43850;7428;32379444
KAZ;BOG;14375;5823;23961982
KAZ;BOG;9665;3568;15076697
KAZ;BOG;21700;3641;15392772
KAZ;BOG;93350;15757;67579628
KAZ;BOG;163468;48054;208751016
KAZ;BOG;1164;962;4124617
KAZ;BOG;3605;3130;13271035
KAZ;BOG;2300;426;1727883
KAZ;BOG;177470;62682;265656749
KAZ;BOG;181100;20099;87584260
KAZ;BOG;30520;8863;37471501
KAZ;BOG;8030;5826;24697660
KAZ;BOG;24800;4340;17624002
KAZ;BOG;29930;10006;42219393
KAZ;BOG;18380;3239;13696849
KAZ;BOG;258050;42814;180606879
KAZ;BOG;153052;51982;220432806
KAZ;BOG;6168;4698;19908884
KAZ;BOG;8700;1305;5508914
KAZ;BOG;5940;1193;5235040
KAZ;BOG;108260;49237;203913577
KAZ;BOG;2330;2218;9187762
KAZ;BOG;62525;19915;81453549
KAZ;BOG;14930;2678;11166331
KAZ;BOG;48825;8891;37440316
KAZ;BOG;53560;14592;59255631
KAZ;BOG;14950;2662;11277369
KAZ;BOG;677100;125254;530064767
KAZ;BOG;35782;15560;66769587
KAZ;BOG;4783;3614;15029403
KAZ;BOG;3553;2488;10555993
KAZ;BOG;7400;2256;9544256
KAZ;BOG;59455;21758;92228856
KAZ;BOG;83003;14142;59762338
KAZ;BOG;111524;57621;248275050
KAZ;BOG;26725;9572;39438582
KAZ;BOG;257250;44355;186966569
KAZ;BOG;78428;29658;126715924
KAZ;BOG;6465;4719;19759547
KAZ;BOG;23200;3720;15706175
KAZ;BOG;87100;13943;60719470
KAZ;BOG;41450;6162;25216666
KAZ;BOG;44135;6981;29470286
KAZ;BOG;23250;3426;14560781
KAZ;BOG;7630;1144;4843490
KAZ;BOG;11400;4474;19012150
KAZ;BOG;12640;4162;18096101
KAZ;BOG;42535;13493;56671169
KAZ;BOG;7012;4157;17538757
KAZ;BOG;227375;29356;120709344
KAZ;BOG;11590;2044;8624996
KAZ;BOG;18040;2812;12259505
KAZ;BOG;186575;29586;128975160
KAZ;BOG;111656;55273;231521635
KAZ;BOG;8900;1400;6104904
KAZ;BOG;9009;7945;32788675
KAZ;BOG;39300;6406;27044335
KEN;BOG;10962;7127;29547166
KEN;BOG;7260;4356;18508644
KGZ;BOG;1785;1122;4728496
KWT;BOG;9830;5281;22331576
KWT;BOG;25360;15661;66278575
KWT;BOG;3160;9480;41585537
KWT;BOG;1361;3383;13830425
KWT;BOG;31200;4680;20401992
KWT;BOG;38500;4582;19249310
KWT;BOG;18600;4650;19757850
KWT;BOG;110700;20097;82808984
KWT;BOG;1298;8828;36940853
KWT;BOG;1952;17117;71078102
KWT;BOG;366;3934;16291143
KWT;BOG;2681;20795;87367605
KWT;BOG;712;6446;26938076
KWT;BOG;5610;10009;42534072
KWT;BOG;606;2527;11085178
LVA;BOG;28975;10584;43614702
LVA;BOG;4050;688;2900306
LVA;BOG;34900;4991;21067691
MYS;BOG;3900;858;3629863
MYS;BOG;8853;41174;174597505
MYS;BOG;18066;28382;119526966
MYS;BOG;1380;6720;29056965
MYS;BOG;456;3646;15890875
MTQ;BOG;232;6468;26217774
MTQ;BOG;6700;4199;17388871
MTQ;BOG;1988;994;4226577
MEX;BOG;3195;96258;406677938
MEX;BOG;3338;6328;26825138
MEX;BOG;1798;4607;19575525
MEX;BOG;9164;16918;71885007
MEX;BOG;307;4220;17782953
MEX;BOG;993;13650;57518584
MEX;BOG;14723;34746;146421007
MEX;BOG;2222;18322;77843842
MEX;BOG;38026;147603;617572855
MEX;BOG;1001;2379;10025582
MEX;BOG;7294;21136;89065585
MEX;BOG;2209;4274;18010803
MEX;BOG;2518;37707;159835504
MEX;BOG;4308;10553;45321368
MEX;BOG;3858;15672;66681500
MEX;BOG;905;647679;2719635542
MEX;BOG;1091;7975;33804320
MEX;BOG;2493;4887;20660016
MEX;BOG;1656;13067;57141245
MEX;BOG;1987;3936;16363001
MEX;BOG;317;9256;39330486
MEX;BOG;2091;13709;57879787
MEX;BOG;1691;17093;72475687
MEX;BOG;3251;18497;81140050
MEX;BOG;1171;2746;11678238
MEX;BOG;2324;5515;23451127
MEX;BOG;6876;13641;58004503
MEX;BOG;15971;39052;165958400
MEX;BOG;7085;16412;68736693
MEX;BOG;12602;30648;129132113
MEX;BOG;7163;14868;64460279
MEX;BOG;34135;5178;22714125
MEX;BOG;149800;2204;9362926
MEX;BOG;458;6339;27806160
MEX;BOG;1056;2601;10960410
MEX;BOG;3198;6504;27405596
MEX;BOG;567;6993;29467576
MEX;BOG;2087;5648;23940728
MEX;BOG;3830;50414;212851390
MEX;BOG;758;10970;45201471
MEX;BOG;1617;56880;230613566
MEX;BOG;7530;40007;169253930
MEX;BOG;3391;59547;248307758
MEX;BOG;649;7034;29768523
MEX;BOG;595;4990;21889039
MEX;BOG;1993;23022;98474514
MEX;BOG;5048;262925;1094164973
MEX;BOG;427;12782;52592228
MEX;BOG;6241;123753;512864927
MEX;BOG;1263;4249;17558813
MEX;BOG;3377;62248;255984278
MEX;BOG;13670;1628;6856770
MEX;BOG;5134;190851;810926324
MEX;BOG;23595;236;1035032
MEX;BOG;513;10412;44273654
MEX;BOG;2440;10653;45032948
MEX;BOG;1299;28360;118854477
MEX;BOG;2494;47888;198018846
MEX;BOG;1023;17356;71448877
MEX;BOG;1943;103755;432870822
MEX;BOG;1538;37805;157581766
MEX;BOG;91687;15007;64940209
MEX;BOG;1483;51847;213154343
MEX;BOG;547;386;1563738
MEX;BOG;105871;15706;64717345
MEX;BOG;946;27867;116989201
MEX;BOG;3669;64150;269003154
MEX;BOG;1073;19548;82359666
MEX;BOG;91500;12308;52170282
MEX;BOG;4484;701;2972239
MEX;BOG;801;24532;103366626
MEX;BOG;5633;4475410;19128408107
MEX;BOG;1114;39346;167907239
MDA;BOG;1740;2199;9061243
MNE;BOG;73140;24525;101569399
NIC;BOG;794;12656;52675163
NIC;BOG;1095;27235;113094623
NIC;BOG;31100;4161;17528634
NIC;BOG;2574;3032;13301494
NIC;BOG;529;45831;194734134
NIC;BOG;2294;95068;403944442
NIC;BOG;1902;12064;48905169
NIC;BOG;1132;16785;70867781
NOR;BOG;48619;13347;56485627
NOR;BOG;150502;44608;188777644
NZL;BOG;15482;7870;33360004
NZL;BOG;8432;10691;46896466
NZL;BOG;6820;2484;10504222
NZL;BOG;174460;43077;179608577
NZL;BOG;1602;2695;11749455
NLD;BOG;32149;18986;81652195
NLD;BOG;10320;3302;14042102
NLD;BOG;24136;11693;50719366
NLD;BOG;15120;3780;16072900
NLD;BOG;1305;7633;31959447
NLD;BOG;63305;30448;128935749
NLD;BOG;26520;8486;35260483
NLD;BOG;7780;4330;18355492
NLD;BOG;1890;12785;53530630
NLD;BOG;152737;91149;387851565
NLD;BOG;6230;28671;117555812
NLD;BOG;38880;25643;108189179
NLD;BOG;4487;3152;13614605
NLD;BOG;24448;15270;65249372
NLD;BOG;67685;37512;158797048
NLD;BOG;1875;562;2467496
NLD;BOG;53575;20583;89996237
NLD;BOG;219200;34843;147045107
NLD;BOG;7500;1745;7656476
NLD;BOG;8650;1302;5498360
NLD;BOG;38244;5019;21144222
NLD;BOG;4951;1826;7732408
NLD;BOG;41700;14238;57717435
NLD;BOG;10806;1768;7755966
NLD;BOG;53743;9028;39533756
NLD;BOG;46562;28707;124865574
NLD;BOG;288890;44436;187992232
NLD;BOG;83000;9665;40713812
NLD;BOG;97920;16022;67490990
NLD;BOG;127800;32130;136520370
NLD;BOG;19876;115061;483691671
NLD;BOG;348471;63925;269283052
NLD;BOG;677710;129643;546230754
NLD;BOG;42649;14015;58239413
NLD;BOG;180927;27323;114529634
NLD;BOG;3735;1083;4751411
NLD;BOG;15359;5678;23991760
NLD;BOG;49292;9972;41754539
NLD;BOG;5860;12151;51292421
NLD;BOG;48480;8321;35495988
NLD;BOG;35760;3927;16541645
NLD;BOG;8300;1425;6002812
NLD;BOG;15300;2643;11133638
NLD;BOG;37250;12738;55278863
NLD;BOG;67600;9493;40210692
NLD;BOG;451430;63678;270147737
NLD;BOG;61875;21936;92782640
NLD;BOG;98500;16662;70188675
NLD;BOG;90530;16583;69856730
NLD;BOG;88680;15696;66173242
NLD;BOG;24831;20452;88789430
NLD;BOG;11075;3740;15889136
NLD;BOG;43120;7089;30571938
NLD;BOG;27120;8191;35932009
NLD;BOG;23180;4022;16944360
NLD;BOG;54960;9472;39898694
NLD;BOG;1444;5820;24747164
NLD;BOG;53500;9752;42779147
NLD;BOG;7701;1154;4861225
NLD;BOG;3155;16380;69649234
NLD;BOG;50925;17701;75802492
NLD;BOG;364950;65944;270600832
NLD;BOG;23428;2119;8957924
NLD;BOG;21350;7731;32766995
NLD;BOG;162480;28646;121183001
NLD;BOG;5605;4272;18060594
NLD;BOG;3776;22620;99226249
NLD;BOG;23700;4266;18047782
NLD;BOG;108200;7101;29410241
NLD;BOG;57800;41585;176694665
NLD;BOG;69328;23592;100002144
NLD;BOG;1317697;189902;818704668
NLD;BOG;9550;1489;6036049
NLD;BOG;49540;6804;28808644
NLD;BOG;3620;23012;97413220
NLD;BOG;775;3652;15446124
NLD;BOG;2523;8568;36282769
NLD;BOG;1084;4129;17486113
NLD;BOG;14678;3722;15335341
NLD;BOG;915;2427;10160073
NLD;BOG;3050;680;2878688
NLD;BOG;34000;4635;19532594
NLD;BOG;243900;20296;85900967
NLD;BOG;352600;44258;187382990
NLD;BOG;96769;35232;149447089
NLD;BOG;1915;13296;56041618
NLD;BOG;326060;50599;212242722
NLD;BOG;5359920;821070;3470188929
NLD;BOG;6044;1487;6285215
NLD;BOG;44010;2837;11785695
NLD;BOG;153189;152071;626745620
NLD;BOG;65670;9064;37520833
NLD;BOG;3791;1889;8005757
NLD;BOG;8883;45833;186474687
NLD;BOG;16007;160;665081
NLD;BOG;1005;7600;31931627
NLD;BOG;1282;6373;26960831
NLD;BOG;145500;23275;98694293
NLD;BOG;1759;12538;52936564
NLD;BOG;56160;8424;35566886
NLD;BOG;7911;24809;104746000
NLD;BOG;19500;3118;13020908
NLD;BOG;617055;77411;327970759
NLD;BOG;991680;125764;532803606
NLD;BOG;403140;71043;298806974
NLD;BOG;162642;72884;304980601
NLD;BOG;2450;395;1666605
NLD;BOG;21300;5112;21669001
NLD;BOG;53400;8540;36292523
NLD;BOG;145525;23238;98755398
NLD;BOG;176750;14322;59345371
NLD;BOG;243740;22417;93091360
NLD;BOG;33250;5021;21887458
NLD;BOG;698;4654;19484172
NLD;BOG;211490;31237;132666949
NLD;BOG;2219745;344875;1460627590
NLD;BOG;71020;15934;67652340
NLD;BOG;29042;22354;94982146
NLD;BOG;61802;13578;57453015
NLD;BOG;54350;8581;37394418
NLD;BOG;6260;3074;13006902
NLD;BOG;2607;18495;78642405
NLD;BOG;3014;20647;85080254
NLD;BOG;28617;286;1189019
NLD;BOG;25223;6038;25116839
NLD;BOG;88075;16570;69368034
NLD;BOG;242260;44277;186306170
PAN;BOG;38010;6300;26176122
PAN;BOG;15570;10735;45415387
PAN;BOG;1292;1498;6570559
PAN;BOG;9301;5976;25318135
PAN;BOG;13360;8485;35741799
PAN;BOG;12865;2139;9050914
PAN;BOG;795;49651;215885557
PAN;BOG;54910;14255;62447015
PAN;BOG;25100;3779;15991557
PAN;BOG;37421;6362;27906045
PAN;BOG;1619;2667;11699222
PAN;BOG;1830;203957;866015131
PAN;BOG;2861;81621;341205125
PAN;BOG;1230;26327;115487071
PAN;BOG;458129;28770;121642295
PAN;BOG;4645;4346;17906978
PAN;BOG;14298;20215;85831024
PAN;BOG;823;22988;94724236
PAN;BOG;843;23316;94872901
PAN;BOG;2229;28138;119080907
PAN;BOG;686;4839;20260941
PAN;BOG;403;2390;9704531
PAN;BOG;465;1102;4475238
PAN;BOG;70000;5171;21728044
PAN;BOG;31662;16639;70393543
PAN;BOG;7980;1866;7934400
PAN;BOG;2996;323712;1376258931
PAN;BOG;6110;17238;72889908
PAN;BOG;9885;32366;141980392
PAN;BOG;12950;4792;19722516
PAN;BOG;10050;1728;7344396
PAN;BOG;41840;15702;66556388
PAN;BOG;12070;3922;16592114
PAN;BOG;64750;13929;60154198
PAN;BOG;46000;5520;23471537
PAN;BOG;40040;4780;20085036
PAN;BOG;2360;4880;21406901
PAN;BOG;22498;9742;41266316
PAN;BOG;40500;957;4019730
PAN;BOG;609;299;1240624
PAN;BOG;15530;31442;137926460
PAN;BOG;4430;7802;34226915
PAN;BOG;14680;17783;78008413
PAN;BOG;22700;6685;27546345
PAN;BOG;317920;14086;57099520
PAN;BOG;19850;17111;72388699
PAN;BOG;36831;8771;38372647
PAN;BOG;2632;7339;32194575
PAN;BOG;17390;8236;35862991
PAN;BOG;1149;16674;69967084
PAN;BOG;9124;816443;3473483070
PAN;BOG;689;38759;164293757
PAN;BOG;1858;75060;318169395
PAN;BOG;580;35547;150676451
PAN;BOG;1519;12359;52513136
PAN;BOG;883;2473;10421358
PAN;BOG;51414;2803;11545708
PAN;BOG;5800;8030;35005982
PAN;BOG;3344;12865;54450490
PAN;BOG;2309;1924;8071310
PAN;BOG;3106;1925;8128083
PAN;BOG;5273;5124;21647646
PAN;BOG;4700;786;3446643
PAN;BOG;2717;3837;16087272
PAN;BOG;26514;2930;12372249
PAN;BOG;6171;7204;29851263
PAN;BOG;3005;3086;12872578
PAN;BOG;1318;58486;246892764
PAN;BOG;726;4914;20895068
PAN;BOG;284;4890;20620050
PAN;BOG;38050;4946;21021191
PAN;BOG;1053;91612;388084225
PAN;BOG;563;4277;18760867
PAN;BOG;24877;6775;28565177
PAN;BOG;32400;3305;13885216
PAN;BOG;48820;6102;25639837
PAN;BOG;11180;4134;17368999
PAN;BOG;90800;22622;95620785
PAN;BOG;103293;15450;65592858
PAN;BOG;16033;12652;53486540
PAN;BOG;45880;12682;53580100
PAN;BOG;39030;9240;39100189
PAN;BOG;44500;6628;28015193
PAN;BOG;10900;2398;10137281
PAN;BOG;47906;13552;57411678
PAN;BOG;137049;26630;112667645
PAN;BOG;9960;1793;7532503
PAN;BOG;636;3628;15317743
PAN;BOG;9112;24743;101974695
PAN;BOG;2652;17919;75916683
PAN;BOG;811;36810;156404713
PAN;BOG;890;1333;5494023
PAN;BOG;509;20271;84392379
PAN;BOG;2364;21875;91106310
PAN;BOG;511;3435;14972621
PAN;BOG;62503;113386;478644880
PAN;BOG;1820;24181;102743582
PRY;BOG;1960;54352;228060146
PRY;BOG;3668;26264;106620858
PER;BOG;1782;7140;30288485
PER;BOG;6856;22233;94190651
PER;BOG;917;2517;10684457
PER;BOG;7293;22762;96542335
PER;BOG;1206;4777;20203062
PER;BOG;19060;37613;159306906
PER;BOG;2498;4741;20060894
PER;BOG;9476;8711;36911643
PER;BOG;22056;50376;213444415
PER;BOG;2871;11079;46939924
PER;BOG;8661;20146;85352538
PER;BOG;2303;17993;76133959
PER;BOG;1293;6218;26324629
PER;BOG;4117;7444;31521337
PER;BOG;2443;5235;22226602
PER;BOG;616;1991;8442693
PER;BOG;1301;3541;14920319
PER;BOG;387;1709;7202433
PER;BOG;2252;6709;28270218
PER;BOG;2292;6852;28872353
PER;BOG;5803;12602;53102343
PER;BOG;899;2552;10752450
PER;BOG;6487;14567;61385575
PER;BOG;3382;5549;23384247
PER;BOG;770;2126;8958142
PER;BOG;150000;13129;55785121
PER;BOG;261;57200;241373860
PER;BOG;2082;6273;26673616
PER;BOG;7609;15132;64342753
PER;BOG;1219;14088;59365988
PER;BOG;6930;30838;129121108
PER;BOG;3840;15744;65920285
PER;BOG;1556;9841;40888972
PER;BOG;130470;4764;20068856
PER;BOG;267000;283020;1166217872
PER;BOG;587;47306;201036781
PER;BOG;541;10103;44317329
PER;BOG;1034;17424;76433164
PER;BOG;2454;5196;21756165
PER;BOG;22950;21754;92062275
PER;BOG;2189;92682;402818507
PER;BOG;4595;182455;761437802
PER;BOG;1503;10967;46632841
PER;BOG;2064;69248;292858055
PER;BOG;1432;7244;30918335
PER;BOG;6015;22315;95368542
PER;BOG;8716;23889;102249774
PER;BOG;6762;31955;136632465
PER;BOG;1189;5564;23529857
PER;BOG;24104;55326;237051225
PER;BOG;4840;20517;87687028
PER;BOG;911;6659;28385993
PER;BOG;9102;24298;103370335
PER;BOG;777;3496;14740441
PER;BOG;1601;12657;53622676
PER;BOG;1685;6655;28008489
PER;BOG;1887;7152;30295886
PER;BOG;1534;18338;77916335
PER;BOG;160000;14964;62872199
PER;BOG;617;2613;10765655
PER;BOG;5527;6439;26998142
PER;BOG;787;1539;6379642
PER;BOG;300000;480000;2016734399
PER;BOG;398000;475610;2012767252
PER;BOG;979;18748;77252889
PER;BOG;581;36160;152978858
PER;BOG;4464;104129;437568178
PER;BOG;2539;4520;19247813
PER;BOG;693;2713;10995946
PER;BOG;2141;6872;28377512
PER;BOG;1338;4303;17442721
PER;BOG;2992;9205;38408071
PER;BOG;866;18355;76495579
PER;BOG;895;631;2658804
PER;BOG;1061;38372;163161623
PER;BOG;3503;103763;435672008
PER;BOG;5236;22996;93218481
PER;BOG;1402;3768;16021620
PER;BOG;2326;20755;87318638
PER;BOG;1354;36913;160825769
PER;BOG;3020;58717;245553223
PER;BOG;935;3647;15405986
PER;BOG;4757;651374;2704618924
PER;BOG;2768;571;2403358
PER;BOG;5175;1140;4801365
PER;BOG;1007;75734;314715507
PER;BOG;1443;7866;33854019
PER;BOG;1873;49041;203220212
PER;BOG;3348;50488;210226031
PER;BOG;358;18019;73864008
PER;BOG;17902;2195;9268079
PER;BOG;1415;13157;54666172
PER;BOG;21462;2622;11499761
PER;BOG;292;1490;6316395
PER;BOG;1177;29428;125130504
PER;IPI;15387;98209;427972964
PER;IPI;2519;123231;535854442
PER;IPI;2583;71712;309259628
PER;IPI;11495;99806;432062452
PER;IPI;4352;82536;354686922
PER;IPI;821;38672;166322531
PER;IPI;7673;86242;373561905
PER;IPI;4261;55297;234208257
PER;IPI;6474;26349;113418164
PER;IPI;39727;3500;14706615
PER;IPI;14941;3261;13702786
PER;IPI;53753;2457;10322025
PER;IPI;23600;153;644263
POL;BOG;4660;1451;6028818
POL;BOG;29030;9947;42891991
POL;BOG;431075;167854;736316454
POL;BOG;60640;11706;51348487
POL;BOG;205850;35593;149935512
POL;BOG;197800;34740;146354055
POL;BOG;73200;16188;68782812
POL;BOG;802400;117314;495844655
POL;BOG;393200;60004;253667128
POL;BOG;15163;2426;10642388
POL;BOG;158624;25454;111658395
POL;BOG;147432;29794;127576180
POL;BOG;96750;16498;69794488
POL;BOG;177750;32482;137420789
POL;BOG;5625;1838;8064874
POL;BOG;199575;63604;269606756
POL;BOG;40294;6570;28040032
POL;BOG;108423;17994;76518233
POL;BOG;12060;3519;14994338
POL;BOG;46900;7284;31726188
POL;BOG;23100;3465;14596312
POL;BOG;33950;5092;21452156
POL;BOG;22358;3801;16673081
POL;BOG;48800;8872;37919576
POL;BOG;29700;4752;20715869
POL;BOG;238184;42873;188069801
POL;BOG;324733;59584;259637489
POL;BOG;40019;6725;28611344
POL;BOG;14650;2334;10076760
POL;BOG;235950;37715;160701598
POL;BOG;202950;33179;141301378
POL;BOG;43800;7446;31516113
POL;BOG;85200;15678;66660743
POL;BOG;18175;6332;26926360
POL;BOG;97244;17284;74600076
POL;BOG;135575;24744;107376725
POL;BOG;101050;31664;134219879
POL;BOG;90550;12315;51735002
POL;BOG;201250;27370;114939717
POL;BOG;910;1274;5378051
POL;BOG;775650;114424;485897075
POL;BOG;788350;121912;517555776
POL;BOG;64425;16582;69973647
POL;BOG;43400;5864;24474737
POL;BOG;55850;7596;31623589
POL;BOG;13750;1788;7562215
POL;BOG;8600;1376;5832658
POL;BOG;31650;4968;21039152
POL;BOG;76675;22642;95467517
POL;BOG;79050;10712;44221909
POL;BOG;97750;23460;99467921
POL;BOG;4698;6577;27951193
POL;BOG;23020;3223;13687238
POL;BOG;267050;40068;170092345
POL;BOG;529850;74079;314128073
POL;BOG;12725;4099;17408152
POL;BOG;41500;5780;23824249
PRT;BOG;2940;2128;9044998
PRT;BOG;483;1423;6243270
PRT;BOG;3680;515;2189451
PRI;BOG;5440;2883;11940571
PRI;BOG;1970;1061;4393022
PRI;BOG;71230;10076;42483369
PRI;BOG;73793;24026;100239694
PRI;BOG;23492;19542;85121927
PRI;BOG;1122;1546;6388993
PRI;BOG;9028;34821;147312717
PRI;BOG;51000;10860;45944425
PRI;BOG;10173;2116;8752326
PRI;BOG;3436;2418;10031945
PRI;BOG;426;1664;7073352
PRI;BOG;1060;2322;9866178
PRI;BOG;2905;3570;14785982
PRI;BOG;26629;16677;69065924
PRI;BOG;12500;15698;66702587
PRI;BOG;1266;1697;7029870
PRI;BOG;117260;36604;160569303
PRI;BOG;10880;7506;32924515
PRI;BOG;5070;1424;6207786
PRI;BOG;17707;3910;17152893
PRI;BOG;9375;1769;7170088
PRI;BOG;2722;4640;19285122
PRI;BOG;1375;1031;4371314
PRI;BOG;18025;4326;18261733
PRI;BOG;1111;10696;44976940
PRI;BOG;533;8329;35033249
PRI;BOG;3560;2314;9749410
PRI;BOG;1792;4876;20613430
PRI;BOG;2140;3843;16247508
PRI;BOG;5206;4156;17568864
PRI;BOG;4620;1029;4485823
PRI;BOG;4300;540;2248806
PRI;BOG;4750;1184;4937970
PRI;BOG;5512;4959;20634573
PRI;BOG;3140;8376;34800115
PRI;BOG;7350;1766;7466329
PRI;BOG;41510;6645;28003883
PRI;BOG;9839;6811;28679341
PRI;BOG;103933;16975;71449458
PRI;BOG;58834;8434;35412157
QAT;BOG;1728;1775;7313276
QAT;BOG;3697;26295;111806708
GBR;BOG;20451;12889;54436148
GBR;BOG;13680;7577;31929672
GBR;BOG;27530;10902;45939015
GBR;BOG;5142;2889;12596126
GBR;BOG;22500;11544;47567613
GBR;BOG;55440;10404;43930678
GBR;BOG;17440;11381;47891241
GBR;BOG;2016;43546;176831279
GBR;BOG;58830;17152;71534007
GBR;BOG;47800;6888;29015700
GBR;BOG;71270;9786;41222682
GBR;BOG;3460;6278;27367354
GBR;BOG;7136;2107;9185256
GBR;BOG;9700;3312;13968004
GBR;BOG;1572;138183;587239292
GBR;BOG;26275;13366;55353318
GBR;BOG;75410;13400;56445394
GBR;BOG;33320;4588;19327371
GBR;BOG;32093;63924;280410660
GBR;BOG;7716;48429;205237835
GBR;BOG;231002;79334;326707184
GBR;BOG;180925;28787;121463886
GBR;BOG;25730;5191;22632644
GBR;BOG;60990;10649;44858912
GBR;BOG;144850;21173;89189999
GBR;BOG;96220;21700;92204575
GBR;BOG;2280;1276;5401836
GBR;BOG;882;3466;14663337
GBR;BOG;40823;13205;55846886
GBR;BOG;4280;1558;6593097
GBR;BOG;18515;2857;12495508
GBR;BOG;72110;34630;147427474
GBR;BOG;2010;497;2107966
GBR;BOG;2230;12809;53300086
GBR;BOG;39539;9062;37520184
GBR;BOG;931;5703;23959939
GBR;BOG;30408;9731;41179438
GBR;BOG;90590;14352;60952853
GBR;BOG;37810;10587;44803020
GBR;BOG;333377;41692;176439843
GBR;BOG;51576;29805;122877448
GBR;BOG;22480;3288;13911092
GBR;BOG;23640;3582;15153199
GBR;BOG;132950;20649;86923523
GBR;BOG;729525;113174;480477395
GBR;BOG;27588;7258;30784190
GBR;BOG;21850;3408;14478468
GBR;BOG;98770;15320;65099228
GBR;BOG;336960;53914;228160738
GBR;BOG;158425;23436;99580626
GBR;BOG;26200;5690;24176810
GBR;BOG;32780;4196;17593647
GBR;BOG;110260;12129;50557236
GBR;BOG;1761929;440456;1856091726
GBR;BOG;10809;20457;86203330
GBR;BOG;32188;97339;410182109
GBR;BOG;1253;2955;12453841
GBR;BOG;368006;55201;232621430
GBR;BOG;369722;148516;625843216
GBR;BOG;33420;5075;21461388
GBR;BOG;115060;17984;76080089
GBR;BOG;52975;10577;44385326
GBR;BOG;14544;4231;17745173
GBR;BOG;832;5356;22562150
GBR;BOG;1267;4424;18964027
GBR;BOG;3080;22178;93530227
GBR;BOG;8660;61899;262739798
GBR;BOG;1150;8109;32928296
XCF;BOG;52000;37843;160100582
CZE;BOG;180805;114645;477541891
CZE;BOG;6585;6862;28904490
CZE;BOG;3540;2547;10749388
CZE;BOG;26760;7040;29250778
CZE;BOG;9328;14528;63529593
CZE;BOG;1435;1222;5157530
CZE;BOG;48650;22251;94240896
CZE;BOG;93600;15748;66338450
CZE;BOG;93800;15184;63962600
CZE;BOG;27440;8579;36242003
CZE;BOG;119500;44283;191218236
CZE;BOG;8060;2173;9532914
CZE;BOG;79500;9858;41541316
CZE;BOG;4056;3904;16085252
CZE;BOG;140378;17611;72569722
CZE;BOG;45950;11028;46553489
CZE;BOG;101780;14680;62024653
CZE;BOG;94980;30240;129654327
CZE;BOG;40050;14158;60798643
CZE;BOG;30400;5352;22592879
CZE;BOG;48720;8282;35050868
CZE;BOG;84480;15171;64204063
CZE;BOG;103200;20640;87347861
CZE;BOG;113650;37737;157987192
